id,name,aka,city,lat,lng,cause_areas,tier,org_type,founded,key_people,website,careers_url,funding,description,remote_note,confidence,verify,sources,relationships,country
high-impact-medicine,High Impact Medicine,,Remote,,,Global health & development; Careers & talent,4,community,,,https://www.highimpactmedicine.org/,,,Community and careers organisation helping medical students and doctors find higher-impact paths in and beyond clinical medicine.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.highimpactmedicine.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
high-impact-athletes,High Impact Athletes,,Remote,,,Effective giving & meta,4,funder_advisor,,,https://www.highimpactathletes.org/,,,"Channels donations from professional athletes to effective charities in global health, animal welfare and climate.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.highimpactathletes.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
institute-for-progress,Institute for Progress,,Remote,,,Biosecurity & pandemic preparedness; AI safety & governance,4,think_tank,,,https://ifp.org/,,,"US think tank on science and technology policy, including biosecurity, immigration for talent and AI governance.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://ifp.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
ea-hong-kong,Effective Altruism Hong Kong,,Remote,,,Community building,4,community,,,https://www.eahongkong.org/,,,"National EA group in Hong Kong, running community programmes and career support in the region.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.eahk.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
catalyze-impact,Catalyze Impact,,Remote,,,AI safety & governance; Careers & talent,4,talent_program,,,https://catalyze-impact.org/,,,"Incubator for new AI safety and security organisations, running an incubation programme that takes founders from pre-idea to a funded organisation, plus a seed funding network. Colorado-registered 501(c)(3), but with Dutch founders and staff, and exhibited at EAGxAmsterdam 2025.","No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://catalyze-impact.org/; inbox/EAGxAmsterdam_Exhibitors.html,,
law-ai,Institute for Law & AI,,Remote,,,AI safety & governance,4,research,,,https://law-ai.org/,,,"Research institute on the legal questions raised by advanced AI, working on liability, regulation and the rule of law.","No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction; site returns 403/Cloudflare challenge to automated checks — verify manually in a browser,https://law-ai.org/; inbox/EAGxAmsterdam_Exhibitors.html,,
cesia,CeSIA (Centre pour la Sécurité de l'IA),,Remote,,,AI safety & governance,4,research,,,https://cesia.org/en/,,,"French AI safety centre doing technical research, education and policy work; the main francophone AI safety organisation.","No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://www.securite-ia.fr/; inbox/EAGxAmsterdam_Exhibitors.html,,
giving-green,Giving Green,,Remote,,,Climate; Effective giving & meta,4,funder_advisor,,,https://www.givinggreen.earth/,,,Research organisation identifying and recommending the most cost-effective climate charities and policy organisations for donors.,"No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://www.givinggreen.earth/; inbox/EAGxAmsterdam_Exhibitors.html,,
dil-chicago,Development Innovation Lab,,Remote,,,Global health & development,4,research,,,https://bfi.uchicago.edu/development-innovation-lab/,,,University of Chicago lab led by Michael Kremer using economics research to develop scalable innovations for low-income countries.,"No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://bfi.uchicago.edu/development-innovation-lab/; inbox/EAGxAmsterdam_Exhibitors.html,,
helen-keller-intl,Helen Keller Intl,,Remote,,,Global health & development,4,ngo,,,https://helenkellerintl.org/,,,Global health organisation whose vitamin A supplementation programme is a long-standing GiveWell top charity.,"No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://helenkellerintl.org/; inbox/EAGxAmsterdam_Exhibitors.html,,
ican,International Campaign to Abolish Nuclear Weapons (ICAN),,Remote,,,Biosecurity & pandemic preparedness,4,ngo,,,https://www.icanw.org/,,,Nobel Peace Prize-winning coalition campaigning for the Treaty on the Prohibition of Nuclear Weapons.,"No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://www.icanw.org/; inbox/EAGxAmsterdam_Exhibitors.html,,
lafiya,Lafiya,,Remote,,,Global health & development,4,ngo,,,https://www.lafiya.org/,,,Global health non-profit working on family planning and maternal health access in northern Nigeria.,"No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://www.lafiya.org/; inbox/EAGxAmsterdam_Exhibitors.html,,
compassionate-future,Compassionate Future Initiative,,Remote,,,Animal welfare & food systems; Community building,4,ngo,,,https://compassionate-future.org/,,,Organisation working on suffering-focused ethics and long-term suffering reduction across neglected cause areas. Runs the annual Compassionate Future Summit and monthly online community meetups.,"No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://www.compassionatefuture.org/; inbox/EAGxAmsterdam_Exhibitors.html,,
social-movement-lab,Social Movement Lab,,Remote,,,Animal welfare & food systems; Community building,4,research,,,https://www.socialmovementlab.org/,,,"Research group studying what makes social movements effective, applied to animal advocacy and other high-impact causes.","No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://www.socialmovementlab.org/; inbox/EAGxAmsterdam_Exhibitors.html,,
race-against-waste,Race Against Waste,,Remote,,,Global health & development; Climate,4,ngo,,,https://raceagainstwaste.org/,,,Non-profit working on waste management and its health and environmental consequences in low-income settings.,"No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://raceagainstwaste.org/; inbox/EAGxAmsterdam_Exhibitors.html,,
consultants-for-impact,Consultants for Impact,,Remote,,,Careers & talent,4,talent_program,,,https://www.consultantsforimpact.org/,,,Careers organisation helping management consultants transition into high-impact roles. Site appeared unfinished when last checked (Aug 2026).,"No BeNeLux office. Included because it exhibited at EA Summit Brussels 2026 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",low,"Site title reads 'Home-update FIrst Draft', suggesting an unfinished page — confirm the organisation is active before promoting it",https://www.consultantsforimpact.org/; inbox/EASummit_Exhibitors.html,,
ml4good,ML4Good,,Remote,,,AI safety & governance; Careers & talent,4,talent_program,,,https://www.ml4good.org/,,,Runs intensive in-person AI safety bootcamps across Europe for people entering technical alignment work.,"No BeNeLux office. Included because it exhibited at EA Summit Brussels 2026 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://www.ml4good.org/; inbox/EASummit_Exhibitors.html,,
future-matters,Future Matters,,Remote,,,AI safety & governance; Biosecurity & pandemic preparedness; Climate,4,think_tank,,,https://www.future-matters.org/,,,"Berlin-based think tank providing strategy consulting on climate mitigation, AI safety and biosecurity, plus education on prioritisation and goal setting. Exhibited at EA Summit Brussels 2026.","No BeNeLux office. Included because it exhibited at EA Summit Brussels 2026 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://www.future-matters.org/; inbox/EASummit_Exhibitors.html,,
syntony,Syntony,,Remote,,,AI safety & governance,4,company,,,https://www.syntonyresearch.ai/,,,"Self-described AI evaluation and assurance company: red-teams AI systems, turns findings into governance recommendations, then re-tests. Works with AI developers, deploying companies, governments and research institutions.","HQ Durham, NC (founder Nathan Heath). Brussels appears on its CTO job page only as a planned future hub alongside SF, DC, London and Singapore — no current office or Belgian entity found (Aug 2026)",low,Recheck for an actual Brussels office/KBO entity if hiring materialises there,https://www.syntonyresearch.ai/; https://www.syntonyresearch.ai/work/cto/,,
animal-litigation-network,Animal Litigation Network,,Amsterdam,52.3672,4.8837,Animal welfare & food systems,3,ngo,2026,"Ellen Greve (founder & chair); board: Mariette Frie, Julian van Bruggen, Leon Ripmeester, Eva Bernet Kempers, Tim van Alten",https://www.animallitigationnetwork.org,,Not disclosed,"Amsterdam-based stichting (founded 2026) that strengthens enforcement of animal protection laws, pursues strategic litigation and builds legal capacity across European jurisdictions. Governed by an unpaid board of lawyers, legal and policy experts, and enforcement specialists.",,medium,KVK number/RSIN and the ANBI status claimed on the site are not published or independently verified; funders unknown — any EA funding would justify tier 2,https://www.animallitigationnetwork.org; https://www.linkedin.com/company/animal-litigation-network,,NL
gain-netherlands,GAIN Netherlands,Global Alliance for Improved Nutrition (Utrecht office),Utrecht,52.0907,5.1214,Global health & development,3,ngo,,,https://www.gainhealth.org/countries/netherlands,,Government and foundation grants (Geneva-headquartered parent),"Utrecht representative office of the Global Alliance for Improved Nutrition (GAIN), a Geneva-headquartered nonprofit working on food fortification and access to nutritious food in countries with high malnutrition. GAIN's universal salt iodization programme was a GiveWell standout charity until that designation was retired in 2021.",,medium,"Utrecht office still open/staffed; whether any current GiveWell or TLYCS relationship exists (TLYCS announced it was concluding its recommendation) — the evaluator link is historical, which is why this is tier 3",https://www.gainhealth.org/countries/netherlands; https://www.thelifeyoucansave.org/best-charities/global-alliance-for-improved-nutrition/; https://www.givewell.org/charities/GAIN-May-2017-version,,NL
vaccinopolis,Vaccinopolis,UAntwerp human challenge trial facility,"Antwerp (Wilrijk, Drie Eiken campus)",51.1683,4.3958,Biosecurity & pandemic preparedness,3,research,2022,Pierre Van Damme (director),https://www.uantwerpen.be/en/research-groups/vaccinopolis/,,Belgian federal and Flemish government funding; CEPI partnership,"University of Antwerp facility for controlled human infection studies, including a thirty-bed BSL-3 quarantine unit used to accelerate vaccine development against pathogens with epidemic or pandemic potential. Works with CEPI and clinical-trial partners to establish Antwerp as a European hub for human challenge models.",,high,Current study pipeline beyond the 2025 influenza challenge study; whether roles exist for non-clinical profiles,https://cepi.net/cepi-belgian-universities-partner-enhance-global-pandemic-preparedness/; https://immunityforhealth.be/all-news/first-controlled-human-infection-study-at-vaccinopolis-in-collaboration-with-nivi-research-center-and-support-from-province-of-antwerp/,,BE
virusbank-platform,VirusBank Platform,KU Leuven VirusBank,Leuven,50.8798,4.7005,Biosecurity & pandemic preparedness,3,research,2023,Johan Neyts (Rega Institute),https://virusbankplatform.be/,,Belgian federal government (founding grant); CEPI partner,"KU Leuven research platform, funded by the Belgian federal government and opened in 2023, that curates viruses with epidemic or pandemic potential and accelerates development of antivirals, antibodies and vaccines against them. Operates alongside the Rega Institute's high-pathogen infrastructure to prepare for future viral pandemics.",,high,Funding horizon beyond the founding federal grant; staff scale,https://nieuws.kuleuven.be/en/content/2023/virusbankplatform_enhances_societys_preparedness_against_future_viral_epidemics_and_pandemics; https://cepi.net/cepi-belgian-universities-partner-enhance-global-pandemic-preparedness/,,BE
good-impressions,Good Impressions,,Remote-first,,,Effective giving & meta,4,social_enterprise,2022,"Johnstuart Winchell (founder; ex-Google, BCG)",https://www.goodimpressionsmedia.com,,"Grants from Longview Philanthropy and Coefficient Giving, plus client fees","Nonprofit marketing agency that scales effective nonprofits and foundations with paid ads, SEO and web analytics. Its client base spans AI safety, biosecurity, farmed animal welfare, global health and EA community organisations.",US/Canada-based team serving EA orgs globally; whether it hires in the BeNeLux is unverified,high,HQ ambiguity (LinkedIn says Toronto; team pages say SF/NYC); whether it hires BeNeLux-based staff,https://www.goodimpressionsmedia.com; https://www.linkedin.com/company/good-impressions-media; https://forum.effectivealtruism.org/posts/AKKe9h3fgBRPucgFJ/runway-till-january-amplify-s-funding-ask-to-market-ea-and-2,,
ai-alignment-foundation,AI Alignment Foundation,"Flourishing Future Foundation (legal name, EIN 93-3967552)",Remote-first,,,AI safety & governance,4,research,2024,Run in close partnership with AE Studio's alignment team; individual officers not published,https://www.aialignmentfoundation.org,,Donations; FY2024 revenue $0 per IRS filing,"US 501(c)(3) (legal name Flourishing Future Foundation) that supports neglected approaches to AI alignment with engineering capacity, compute and infrastructure. Runs a fully remote, globally open paid research fellowship in partnership with AE Studio.",Fellowship fully remote and open worldwide (morning Pacific-time overlap required); no BeNeLux presence,medium,That this is the same org as the original sighting that listed the parked domain alignmentfoundation.org; named key people; any EA funder relationship,https://www.aialignmentfoundation.org; https://projects.propublica.org/nonprofits/organizations/933967552; https://abhijayvuyyuru.substack.com/p/this-ai-fellowship-pays-you-12000,,
amf,Against Malaria Foundation,AMF,Remote (HQ: London),,,Global health & development,4,ngo,2004,Rob Mather (founder & CEO),https://www.againstmalaria.com,,Donations; GiveWell top charity and major GiveWell-directed grants,"Funds long-lasting insecticidal bed nets against malaria and is one of GiveWell's longest-standing top charities. It has no BeNeLux office but is a registered charity in both the Netherlands and Belgium, making local donations tax-deductible.","Small central team, hiring is rare — listed mainly because it is the canonical GiveWell top charity with NL/BE tax-deductible routes",high,Exact NL/BE legal entities and deductibility route (direct registration vs Transnational Giving Europe),https://www.againstmalaria.com/charitystatus.aspx; https://www.givewell.org/charities/amf,,
